mao'ban'fa	冇办法
wan'you'xi'qu	玩游戏去
wan'you'xi'qu'le	玩游戏去了
wan'you'xi'shi	玩游戏时
wan'you'xi'bai	玩游戏呗
wan'you'yi	玩有意
wan'yue'hui	玩约会
wan'zhan'fu	玩战俘
wan'zhan'fu	玩战服
wan'zhe'ge'hao	玩这个好
wan'zhe'ge'hao	玩这个号
wan'zhe'ge'tu	玩这个图
wan'zhe'ge'you'xi	玩这个游戏
wan'zhe'hao	玩这号
wan'zhe'li	玩这里
wan'zhe'qu	玩这区
wan'zhe'xie	玩这些
wan'zhe'yang	玩这样
wan'zhe'you'xi	玩这游戏
wan'zhong'dan	玩中单
wan'zhe'ba	玩着吧
wan'zhao'le	玩着了
wan'zhe'ma	玩着吗
wan'zhe'na	玩着那
wan'zhe'ne	玩着呢
wan'zhe'qu	玩着去
wan'zhe'tu	玩着图
wan'zhe'wan	玩着玩
wan'zhe'you'xi	玩着游戏
wan'zi'ji	玩自己
wan'zi'pai	玩自拍
wan'hai'le	玩嗨了
wan'xuan'wu'a	玩炫舞啊
wan'xuan'wu'ne	玩炫舞呢
wan'pi'de	顽皮的
wan'qiang'di	顽强地
wan'bao'le	完爆了
wan'bao'ni	完爆你
wan'bei'de	完备的
wan'bu'cheng'ren'wu	完不成任务
wan'bu'liao'you'xi	完不了游戏
wan'cheng'bu'liao	完成不了
wan'cheng'hao	完成好
wan'cheng'mei	完成没
wan'cheng'shi'xian	完成时限
wan'cheng'zhe'yang	完成这样
wan'dan'cao	完蛋草
wan'dan'la	完蛋啦
wan'dan'wan'yi	完蛋玩意
wan'du'zi'le	完犊子了
wan'gei'ni	完给你
wan'hai'zi	完孩子
wan'hao'de	完好的
wan'huo'le	完活了
wan'jie'le	完结了
wan'liao'bai	完了白
wan'liao'bu	完了不
wan'liao'de	完了的
wan'liao'e	完了额
wan'liao'jiao'wo	完了叫我
wan'liao'jiu	完了就
wan'liao'mei	完了没
wan'liao'ni	完了你
wan'liao'wo	完了我
wan'liao'ya	完了呀
wan'liao'yi'tian	完了一天
wan'liao'yi'hou	完了以后
wan'liao'zai'liao	完了再聊
wan'liao'zai'shuo	完了再说
wan'liao'bai	完了呗
wan'mei'a	完美啊
wan'mei'de'ren	完美的人
wan'mei'gao'bai	完美告白
wan'mei'jia'qi	完美假期
wan'mei'le	完美了
wan'mei'o	完美哦
wan'mei'shi'jie'ei	完美世界诶
wan'nue'ni	完虐你
wan'quan'bei	完全被
wan'quan'bu'dong	完全不懂
wan'quan'bu'xiang	完全不想
wan'quan'bu'xiang	完全不像
wan'quan'bu'yi'yang	完全不一样
wan'quan'hao	完全好
wan'quan'he'shui	完全和谁
wan'quan'mei'wen'ti	完全没问题
wan'quan'mei'yong	完全没用
wan'shan'le	完善了
wan'shan'xia	完善下
wan'shi'ba	完事吧
wan'shi'de	完事的
wan'shi'le'ma	完事了吗
wan'shi'ne	完事呢
wan'shi'o	完事哦
wan'shui'zheng'ming	完税证明
wan'zhe'li	完这里
wan'zheng'le	完整了
wan'li'de	碗里的
wan'li'lai	碗里来
wan'bu'hui	挽不回
wan'hui'ba	挽回吧
wan'hui'de	挽回的
wan'hui'le	挽回了
wan'hui'ma	挽回吗
wan'jiu'le	挽救了
wan'liu'ni	挽留你
wan'an'a	晚安啊
wan'an'bao'bei	晚安宝贝
wan'an'ha	晚安哈
wan'an'hao'meng	晚安好梦
wan'an'la	晚安啦
wan'an'le	晚安了
wan'an'me	晚安么
wan'an'na	晚安呐
wan'an'ne	晚安呢
wan'an'o	晚安哦
wan'an'ya	晚安呀
wan'an'lou	晚安喽
wan'ba'dian	晚八点
wan'ban'a	晚班啊
wan'bei'de	晚辈的
wan'bu'qu	晚不去
wan'bu'shuo	晚不说
wan'bu'wan'a	晚不晚啊
wan'can'hou	晚餐后
wan'chu'lai	晚出来
wan'dao'de	晚到的
wan'dao'le	晚到了
wan'dian'ba	晚点吧
wan'dian'da	晚点打
wan'dian'dao	晚点到
wan'dian'er	晚点儿
wan'dian'hui	晚点回
wan'dian'lai	晚点来
wan'dian'le	晚点了
wan'dian'qu	晚点去
wan'dian'shang	晚点上
wan'dian'shui	晚点睡
wan'dian'shuo	晚点说
wan'dian'zai	晚点再
wan'dian'zai'liao	晚点再聊
wan'dian'zai'qu	晚点再去
wan'dian'zuo	晚点做
wan'fan'chi	晚饭吃
wan'fan'chi'le'ma	晚饭吃了吗
wan'fan'chi'le'mei	晚饭吃了没
wan'fan'le	晚饭了
wan'fan'le'ma	晚饭了吗
wan'fan'qian	晚饭前
wan'hui'jia	晚回家
wan'hui'lai	晚回来
wan'hui'qu	晚回去
wan'hui'a	晚会啊
wan'hui'liao	晚会聊
wan'hui'le	晚会了
wan'hui'ma	晚会吗
wan'hui'ne	晚会呢
wan'hui'o	晚会哦
wan'hui'shang	晚会上
wan'ji'qi	晚集齐
wan'ji'dian	晚几点
wan'jie'hun	晚结婚
wan'lai'de	晚来的
wan'liang'nian	晚两年
wan'le'a	晚了啊
wan'le'dian	晚了点
wan'le'yi'dian	晚了一点
wan'liu'dian	晚六点
wan'qi'le	晚期了
wan'qi'le	晚起了
wan'shang'a	晚上啊
wan'shang'ba	晚上吧
wan'shang'ban	晚上班
wan'shang'bu'yao	晚上不要
wan'shang'bu'zai	晚上不在
wan'shang'cai	晚上才
wan'shang'chi	晚上吃
wan'shang'chi'de'sha	晚上吃的啥
wan'shang'chi'shen'me	晚上吃什么
wan'shang'chu'lai'bu	晚上出来不
wan'shang'chu'qu	晚上出去
wan'shang'da'ba	晚上打吧
wan'shang'dai	晚上带
wan'shang'dan	晚上单
wan'shang'dao	晚上到
wan'shang'de	晚上的
wan'shang'e	晚上饿
wan'shang'fan	晚上饭
wan'shang'gan'ma	晚上干嘛
wan'shang'gao'su'ni	晚上告诉你
wan'shang'gei	晚上给
wan'shang'gen	晚上跟
wan'shang'hao'a	晚上好啊
wan'shang'he	晚上喝
wan'shang'he'jiu	晚上喝酒
wan'shang'hui'jia	晚上回家
wan'shang'hui'lai	晚上回来
wan'shang'hui'lai'ma	晚上回来嘛
wan'shang'hui'lai'ma	晚上回来吗
wan'shang'jian'ba	晚上见吧
wan'shang'jiao	晚上交
wan'shang'jiu'dian	晚上九点
wan'shang'kai	晚上开
wan'shang'kai'hui	晚上开会
wan'shang'kan	晚上看
wan'shang'la	晚上啦
wan'shang'lai	晚上来
wan'shang'lai'o	晚上来哦
wan'shang'liao	晚上聊
wan'shang'liao'a	晚上聊啊
wan'shang'le	晚上了
wan'shang'ma	晚上吗
wan'shang'mai	晚上卖
wan'shang'mang	晚上忙
wan'shang'me	晚上么
wan'shang'mei'kong	晚上没空
wan'shang'mei'you	晚上没有
wan'shang'neng	晚上能
wan'shang'ni'men	晚上你们
wan'shang'pai	晚上拍
wan'shang'qi'dian	晚上七点
wan'shang'qu'na	晚上去哪
wan'shang'shua	晚上刷
wan'shang'shei	晚上谁
wan'shang'shui	晚上睡
wan'shang'shui'de	晚上睡得
wan'shang'shuo	晚上说
wan'shang'wan	晚上玩
wan'shang'xi	晚上洗
wan'shang'xia	晚上下
wan'shang'xian	晚上先
wan'shang'xie	晚上写
wan'shang'ya	晚上呀
wan'shang'ye'ban	晚上夜班
wan'shang'yi'ban	晚上一般
wan'shang'you	晚上有
wan'shang'you'shi'jian'ma	晚上有时间吗
wan'shang'you'shi	晚上有事
wan'shang'you	晚上又
wan'shang'zai'chi	晚上再吃
wan'shang'zai'da	晚上再打
wan'shang'zai'kan	晚上再看
wan'shang'zai'lai	晚上再来
wan'shang'zai'liao'ba	晚上再聊吧
wan'shang'zai'shang	晚上再上
wan'shang'zai'shui	晚上再睡
wan'shang'zai'shuo'ba	晚上再说吧
wan'shang'zai'wan	晚上再玩
wan'shang'zai'jia	晚上在家
wan'shang'zai'kan	晚上在看
wan'shang'zai'shang	晚上在上
wan'shang'zai'wan	晚上在玩
wan'shang'zai'xian	晚上在线
wan'shang'zuo	晚上做
wan'shang'bai	晚上呗
wan'shui'de	晚睡的
wan'shui'le	晚睡了
wan'yi'bu	晚一步
wan'yi'dian'ba	晚一点吧
wan'yi'dian'dian	晚一点点
wan'yi'hui	晚一会
wan'yi'nian	晚一年
wan'yi'tian	晚一天
wan'yi'xie	晚一些
wan'zi'xi'a	晚自习啊
wan'zi'xi'ma	晚自习吗
wan'ba'kuai'qian	万把块钱
wan'fen'zhi'wu	万分之屋
wan'fu'jin'an	万福金安
wan'li'juan'yun	万里卷云
wan'liao'jiao'wo	万料叫我
wan'neng'qu'dong	万能驱动
wan'ren'jing'yang	万人敬仰
wan'ren'zhong'yang	万人中央
wan'yi'bu'xing	万一不行
wang'fei'le	枉费了
wang'ba'de	网吧的
wang'ba'li	网吧里
wang'ba'le	网吧了
wang'ba'ma	网吧嘛
wang'ba'me	网吧么
wang'ba'ne	网吧呢
wang'ba'qu	网吧去
wang'ba'ya	网吧呀
wang'bu'hao	网不好
wang'de'liao	网得了
wang'dian'de	网点的
wang'dian'a	网店啊
wang'dian'de	网店的
wang'dian'li	网店里
wang'dian'ne	网店呢
wang'dian'shang	网店上
wang'diao'le	网掉了
wang'duan'le	网断了
wang'fei'le	网费了
wang'gou'le	网购了
wang'hao'ka	网好卡
wang'hao'le	网好了
wang'ka'li	网卡里
wang'ka'le	网卡了
wang'lian'le	网恋了
wang'luo'le	网罗了
wang'luo'cha	网络差
wang'luo'fei	网络费
wang'luo'le	网络了
wang'luo'ma	网络嘛
wang'luo'ma	网络吗
wang'luo'man	网络慢
wang'luo'mang	网络忙
wang'luo'o	网络哦
wang'luo'pan	网络盘
wang'luo'shang	网络上
wang'luo'shang'de	网络上的
wang'luo'wen'ti	网络问题
wang'luo'xin'ge	网络新歌
wang'luo'yi'xian'qian	网络一线牵
wang'ming'a	网名啊
wang'ming'de	网名的
wang'ming'jiao	网名叫
wang'ming'jiao'sha	网名叫啥
wang'ming'le	网名了
wang'ming'ne	网名呢
wang'ming'shi	网名是
wang'shang'a	网上啊
wang'shang'ba	网上吧
wang'shang'bao	网上报
wang'shang'pian'yi	网上便宜
wang'shang'cha'de	网上查的
wang'shang'chuan	网上传
wang'shang'da	网上打
wang'shang'dian	网上店
wang'shang'ding	网上订
wang'shang'fa	网上发
wang'shang'hao	网上好
wang'shang'jian	网上见
wang'shang'ma	网上吗
wang'shang'mai'de	网上买的
wang'shang'mai'dong'xi	网上买东西
wang'shang'mai'le	网上买了
wang'shang'mian	网上面
wang'shang'shuo	网上说
wang'shang'ya	网上呀
wang'shang'ye'you	网上也有
wang'shang'zhao	网上找
wang'shang'zhao'de	网上找的
wang'shang'zhuan'zhang	网上转账
wang'su'bu'hao	网速不好
wang'su'cha	网速差
wang'su'hao	网速好
wang'su'kuai	网速快
wang'su'tai'man	网速太慢
wang'tai'cha	网太差
wang'tai'ka	网太卡
wang'tai'man	网太慢
wang'tong'ba	网通吧
wang'xian'de	网线的
wang'xian'le	网线了
wang'xian'ma	网线吗
wang'ye'de	网页的
wang'ye'li	网页里
wang'ye'shang	网页上
wang'ye'zhong	网页中
wang'yin'a	网银啊
wang'yin'ba	网银吧
wang'yin'li	网银里
wang'yin'ma	网银吗
wang'yin'shang	网银上
wang'you'ba	网游吧
wang'you'de	网游的
wang'you'jia'su	网游加速
wang'you'bian	网友便
wang'you'de	网友的
wang'you'ma	网友吗
wang'you'ya	网友呀
wang'yu'wang'ka	网鱼网咖
wang'zhan'li	网站里
wang'zhan'ma	网站吗
wang'zhan'ne	网站呢
wang'zhan'shi	网站是
wang'zhi'ba	网址吧
wang'zhi'lian'jie	网址链接
wang'zhi'ma	网址吗
wang'zhi'me	网址么
wang'zhi'ne	网址呢
wang'zhi'o	网址哦
wang'zhi'shang	网址上
wang'yin'le	网瘾了
wang'bei'jing	往北京
wang'di'shang	往地上
wang'di'xia	往地下
wang'dian'nao	往电脑
wang'du'zi	往肚子
wang'fan'de	往返的
wang'fu'jin	往附近
wang'gao'chu	往高处
wang'hou'che	往后撤
wang'hou'dian	往后点
wang'hou'fan	往后翻
wang'hou'kan	往后看
wang'hou'la	往后拉
wang'hou'mian	往后面
wang'hou'pao	往后跑
wang'hou'zhan	往后站
wang'hou'zou	往后走
wang'hui'fan	往回返
wang'hui'gan	往回赶
wang'hui'pao	往回跑
wang'jia'pao	往家跑
wang'li'a	往里啊
wang'li'bian	往里边
wang'li'chong	往里冲
wang'lian'shang	往脸上
wang'na'er	往哪儿
wang'na'fang'mian	往哪方面
wang'na'ge	往哪个
wang'na'gun	往哪滚
wang'na'kan	往哪看
wang'na'li	往哪里
wang'na'li'pao	往哪里跑
wang'na'li'zou	往哪里走
wang'na'na	往哪哪
wang'na'qu	往哪去
wang'na'shan	往哪闪
wang'na'zou	往哪走
wang'na'er	往那儿
wang'na'fang'mian	往那方面
wang'na'ge	往那个
wang'na'zou	往那走
wang'ni'jia	往你家
wang'nian'de	往年的
wang'qian'chong	往前冲
wang'qian'gan	往前赶
wang'qian'mian	往前面
wang'qian'pao	往前跑
wang'qian'tui	往前推
wang'qiang'shang	往墙上
wang'ri'de	往日的
wang'shang'bao	往上报
wang'shang'chong	往上冲
wang'shang'chuan	往上传
wang'shang'da	往上打
wang'shang'dian	往上点
wang'shang'diao	往上调
wang'shang'ding	往上顶
wang'shang'la	往上拉
wang'shang'mian	往上面
wang'shang'pao	往上跑
wang'shang'sheng	往上升
wang'shang'tiao	往上跳
wang'shang'zhang	往上涨
wang'shen'me	往什么
wang'shi'le	往事了
wang'shou'ji	往手机
wang'shu'fang	往书房
wang'si'da	往死打
wang'ta'jia	往她家
wang'wai'tui	往外推
wang'wang'le	往往了
wang'wo'shen'shang	往我身上
wang'wo'zhe'pao	往我这跑
wang'xia'dian	往下点
wang'xia'diao	往下掉
wang'xia'hua	往下滑
wang'xia'jiang	往下降
wang'xia'jie	往下接
wang'xia'la	往下拉
wang'xia'lai	往下来
wang'xia'le	往下了
wang'xia'liu	往下溜
wang'xia'liu	往下流
wang'xia'mian	往下面
wang'xia'pai	往下拍
wang'xia'pai	往下排
wang'xia'pao	往下跑
wang'xia'shuo	往下说
wang'xia'ya	往下压
wang'xia'zuo	往下做
wang'you'bian	往右边
wang'zhe'kan	往这看
wang'zhe'li	往这里
wang'zi'xi	往自习
wang'di'a	旺地啊
wang'ji'de	旺季的
wang'wang'le	旺旺了
wang'wang'na'ge	旺旺那个
wang'bu'dao	望不到
wang'cai'na	望采纳
wang'ge'wei	望各位
wang'guo'qu	望过去
wang'hui'fu	望回复
wang'li'jie	望理解
wang'liang'jie	望谅解
wang'le'wang	望了望
wang'ni'men	望你们
wang'tian'shang	望天上
wang'zhe'kan	望着看
wang'zhe'ta	望着他
wang'zhe'ta	望着它
wang'zhe'ta	望着她
wang'bu'ji	忘不记
wang'bu'liao'le	忘不了了
wang'bu'liao'ta	忘不了他
wang'bu'liao'ta	忘不了她
wang'chi'le	忘吃了
wang'chi'yao	忘吃药
wang'ci'le	忘词了
wang'da'ka	忘打卡
wang'da'le	忘打了
wang'da'jia	忘大家
wang'dai'le	忘带了
wang'dai'ni	忘带你
wang'diao'guo'qu	忘掉过去
wang'diao'le	忘掉了
wang'diao'ta	忘掉他
wang'fa'le	忘发了
wang'gai'le	忘改了
wang'gao'su	忘告诉
wang'gei'ni	忘给你
wang'gen'ni	忘跟你
wang'guan'le	忘关了
wang'guang'le	忘光了
wang'huan'ge	忘换歌
wang'huan'le	忘换了
wang'ji'ba	忘记吧
wang'ji'chi	忘记吃
wang'ji'dai	忘记带
wang'ji'de	忘记的
wang'ji'diao	忘记掉
wang'ji'e'le	忘记饿了
wang'ji'guan	忘记关
wang'ji'huan	忘记换
wang'ji'kan	忘记看
wang'ji'la	忘记啦
wang'ji'le'ma	忘记了吗
wang'ji'mai	忘记买
wang'ji'na	忘记拿
wang'ji'na	忘记那
wang'ji'ni'wo'zuo'bu'dao	忘记你我做不到
wang'ji'wen	忘记问
wang'ji'yi'ge'ren	忘记一个人
wang'jia'le	忘家了
wang'jia'xue	忘加血
wang'jian'liang	忘见谅
wang'kai'le	忘开了
wang'kan'le	忘看了
wang'le'a	忘了啊
wang'le'dai	忘了带
wang'le'de	忘了的
wang'le'gai	忘了改
wang'le'gao'su'ni	忘了告诉你
wang'le'hao	忘了好
wang'le'huan	忘了换
wang'le'jiu'hao	忘了就好
wang'le'kan	忘了看
wang'le'mai	忘了买
wang'le'me	忘了么
wang'le'na	忘了拿
wang'le'ne	忘了呢
wang'le'shuo	忘了说
wang'le'ta'ba	忘了他吧
wang'le'teng	忘了疼
wang'le'tong	忘了痛
wang'le'wen	忘了问
wang'le'ya	忘了呀
wang'mai'le	忘买了
wang'mi'ma	忘密码
wang'mi'ma'le	忘密码了
wang'qing'jiu	忘情酒
wang'qing'zhui'yi	忘情追忆
wang'shen'me	忘什么
wang'shuo'le	忘说了
wang'wan'liao	忘完了
wang'wen'ni	忘问你
wang'wo'de	忘我的
wei'feng'tang'tang	威风堂堂
wei'li'a	威力啊
wei'she'me	威慑么
wei'she'ne'ma	威慑呢吗
wei'xie'le	威胁了
wei'xie'ren	威胁人
wei'xie'ta	威胁她
wei'xie'wo	威胁我
wei'bo'a	微博啊
wei'bo'de	微博的
wei'bo'hui'yuan	微博会员
wei'bo'li	微博里
wei'bo'le	微博了
wei'bo'shang	微博上
wei'gong'yi	微公益
wei'hua'ti	微话题
wei'huo'dong	微活动
wei'jing'guan	微景观
wei'ke'fu	微客服
wei'ke'cheng	微课程
wei'ke'tang	微课堂
wei'ruo'de	微弱的
wei'ruo'di	微弱地
wei'sheng'tai	微生态
wei'xiao'yi'hou	微笑以后
wei'xin'ban	微信版
wei'xin'de	微信的
wei'xin'hao'you	微信好友
wei'xin'hao'ma	微信号码
wei'xin'hao'you	微信号有
wei'xin'li	微信里
wei'xin'ma	微信吗
wei'xin'ping'tai	微信平台
wei'xin'quan	微信圈
wei'xin'shuo	微信说
wei'xin'wei'bo	微信微博
wei'xin'wo	微信我
wei'xin'xia'zai	微信下载
wei'xin'ying'xiao	微信营销
wei'xin'zhong	微信中
wei'you'xi	微游戏
wei'zhi'fu	微支付
wei'fa'de	违法的
wei'gui'le	违规了
wei'xin'shuo	违心说
wei'guan'de	围观的
wei'guo'lai	围过来
wei'jin'hang	围巾航
wei'ou'shen'me	围殴什么
wei'qi'lai	围起来
wei'qi'lai'le	围起来了
wei'zai'yi'qi	围在一起
wei'zhu'le	围住了
wei'zhe'ni	围着你
wei'zhe'ni'zhuan	围着你转
wei'zhe'ta	围着他
wei'zhe'ta	围着她
wei'zuo'zai	围坐在
wei'ai'xiang'sui	唯爱相随
wei'du'ni	唯独你
wei'mei'de	唯美的
wei'ni'dong'wo'xin	唯你懂我心
wei'ni'yi'ren	唯你一人
wei'yi'ban'fa	唯一办法
wei'yi'de'ban'fa	唯一的办法
wei'yi'hao	唯一号
wei'yi'ji'neng	唯一技能
wei'yi'neng	唯一能
wei'yi'o	唯一哦
wei'yi'yi'ci	唯一一次
wei'yi'yi'ge	唯一一个
wei'yi'yi'jia	唯一一家
wei'wen'nv'tan'xi	惟闻女叹息
wei'yi'yi'jia	惟一一家
wei'ai'chuang'tian'ya	为爱闯天涯
wei'ai'me	为爱么
wei'bai'xing	为百姓
wei'ban'ji	为班级
wei'ban'li	为办理
wei'bao'ming	为报名
wei'bie'ren	为别人
wei'bu'qi	为不起
wei'che'dui	为车队
wei'che'dui'shua	为车队刷
wei'cheng'gong	为成功
wei'chu'fa'dian	为出发点
wei'chu'huo	为出货
wei'ci'shi	为此事
wei'da'yin	为打印
wei'de'dao	为得到
wei'dian'wang	为电网
wei'er'zi	为儿子
wei'fa'sheng	为发生
wei'fu'mu	为父母
wei'gai'shan	为改善
wei'gan'xie	为感谢
wei'ge'ge	为哥哥
wei'ge'zi	为各自
wei'geng'hao'de	为更好地
wei'gong'zuo	为工作
wei'gui'fan	为规范
wei'hai'zi	为孩子
wei'hai'zi'men	为孩子们
wei'he'a	为何啊
wei'he'ne	为何呢
wei'he'sen'me	为何森么
wei'he'shi	为何是
wei'he'wu	为何无
wei'he'wu	为何物
wei'he'zhe'me'diao	为何这么叼
wei'he'zhe'me'diao	为何这么吊
wei'he'zhi'shi	为何值时
wei'hen'mang	为很忙
wei'ji'xian	为基线
wei'ji'zhun	为基准
wei'ji'zhan	为激战
wei'jia'li	为家里
wei'jia'ren	为家人
wei'jian'shao	为减少
wei'jiang'lai	为将来
wei'jiao'shi	为教师
wei'jie'shou	为接受
wei'jie'hun	为结婚
wei'jie'zhang	为结账
wei'jie'kou	为借口
wei'jie'kuan	为借款
wei'kai'zhan	为开展
wei'ke'zi	为刻字
wei'lao'ren	为老人
wei'li'xiang	为理想
wei'li'zi	为例子
wei'le'da'jia	为了大家
wei'le'dian	为了点
wei'le'jia	为了家
wei'le'jia'qiang	为了加强
wei'le'mei	为了美
wei'le'meng'xiang	为了梦想
wei'le'ni'men	为了你们
wei'le'sha	为了啥
wei'le'sheng'ji	为了生计
wei'le'sheng'ji	为了升级
wei'le'ta'men	为了他们
wei'le'tan'jiu	为了探究
wei'le'wan	为了玩
wei'le'wo'men	为了我们
wei'le'yi'ge'ren	为了一个人
wei'le'yu'jian'ni	为了遇见你
wei'le'zhe	为了这
wei'le'zheng'qian	为了挣钱
wei'ling'dao	为领导
wei'lv'xing	为履行
wei'luo'shi	为落实
wei'ma'ma	为妈妈
wei'ma'zi	为麻子
wei'ma'na	为嘛那
wei'ma'ne	为嘛呢
wei'ma'zi	为嘛子
wei'mao'ni	为猫腻
wei'mao'a	为毛啊
wei'mao'ni	为毛呢
wei'mei'tu	为美图
wei'meng'xiang	为梦想
wei'min'wu'shi	为民务实
wei'min'wu'shi'qing'lian	为民务实清廉
wei'mu'de	为母的
wei'na'ge	为那个
wei'nan'a	为难啊
wei'nan'le	为难了
wei'nan'ni	为难你
wei'nan'ren	为难人
wei'nan'ta	为难他
wei'nan'ta	为难她
wei'ni'a	为你啊
wei'ni'ai	为你爱
wei'ni'bian'guai	为你变乖
wei'ni'chang	为你唱
wei'ni'de	为你的
wei'ni'le	为你了
wei'ni'ma	为你妈
wei'ni'mei	为你妹
wei'ni'wo'shou'leng'feng'chui	为你我受冷风吹
wei'ni'yi'ren	为你一人
wei'ni'zhao'xiang	为你照相
wei'ni'zhu'fu	为你祝福
wei'ni'zhuan'shen	为你转身
wei'ni'zuo	为你做
wei'pei'he	为配合
wei'peng'you	为朋友
wei'qie'shi	为切实
wei'qing'jia	为请假
wei'qing'zhu	为庆祝
wei'qu'de	为取得
wei'ren'wu	为任务
wei'ren'tong	为认同
wei'ren'zhen	为认真
wei'rong'qia	为融洽
wei'sha'bu'gan	为啥不敢
wei'sha'bu'hao	为啥不好
wei'sha'bu'hui	为啥不回
wei'sha'bu'hui	为啥不会
wei'sha'bu'jie	为啥不接
wei'sha'bu'shang	为啥不上
wei'sha'duo	为啥多
wei'sha'ku	为啥哭
wei'sha'lei	为啥类
wei'sha'le	为啥了
wei'sha'ma	为啥吗
wei'sha'me	为啥么
wei'sha'ne	为啥呢
wei'sha'shen'me	为啥什么
wei'sha'shi	为啥是
wei'sha'shuo	为啥说
wei'sha'ya	为啥呀
wei'sha'yao	为啥要
wei'shang'jia	为商家
wei'shang'jian	为商检
wei'she'qu	为社区
wei'shen'a	为神啊
wei'shen'jian	为神剑
wei'shen'ne	为甚呢
wei'shen'ne'me	为甚呢么
wei'shen'ya	为甚呀
wei'shen'me	为甚麽
wei'sheng'ji	为生计
wei'sheng'jing	为圣经
wei'shi'fu	为师傅
wei'shen'bu	为什不
wei'shen'me'bu'da	为什么不打
wei'shen'me'bu'hang	为什么不航
wei'shen'me'bu'hao	为什么不好
wei'shen'me'bu'hui	为什么不会
wei'shen'me'bu'jie	为什么不接
wei'shen'me'bu'ke'neng	为什么不可能
wei'shen'me'bu'lai	为什么不来
wei'shen'me'bu'neng	为什么不能
wei'shen'me'bu'shang	为什么不上
wei'shen'me'bu'shi	为什么不是
wei'shen'me'bu'shuo	为什么不说
wei'shen'me'bu'xin	为什么不信
wei'shen'me'e	为什么额
wei'shen'me'gao'su'ni	为什么告诉你
wei'shen'me'le	为什么了
wei'shen'me'ma	为什么嘛
wei'shen'me'ma	为什么吗
wei'shen'me'shi'wo	为什么是我
wei'shen'me'yao'gao'su'ni	为什么要告诉你
wei'shen'me'you	为什么有
wei'shen'me'you	为什么又
wei'shen'ne	为什呢
wei'shen'ne'me	为什呢么
wei'shen'yao	为什幺
wei'shi'shu	为实数
wei'shi'shu	为市属
wei'suo'wei	为所谓
wei'ta'hao	为他好
wei'ta'hao	为她好
wei'tan'jiu	为探究
wei'ti'sheng	为提升
wei'ti'shi	为提示
wei'ti'mu	为题目
wei'ti'shi	为题是
wei'ti'xian	为体现
wei'tong'ji	为统计
wei'wei'lai	为未来
wei'wo'de	为我的
wei'wo'guo	为我国
wei'wo'shi	为我市
wei'xiao'shou	为销售
wei'xin'ping'tai	为新平台
wei'xuan'ze	为选择
wei'xue'ba	为学吧
wei'xue'sheng	为学生
wei'xue'xi	为学习
wei'xue'xiao	为学校
wei'yi'ge'ren	为一个人
wei'yi'xie	为一些
wei'yi'fang	为乙方
wei'ying'jie	为迎接
wei'you'er	为诱饵
wei'yuan'ze	为原则
wei'yuan'gong	为员工
wei'zhe'dian	为这点
wei'zhe'ge	为这个
wei'zhe'shi	为这事
wei'zhi'yi'ran'cheng'kuai	为之怡然称快
wei'zhi'gong	为职工
wei'zhi'jing	为直径
wei'zhi'xian	为直线
wei'zhi'xing	为执行
wei'zhong'biao	为中标
wei'zhong'guo	为中国
wei'zhu'de	为主的
wei'zhu'le	为主了
wei'zhu'ti'de	为主题的
wei'zhu'ti'de	为主体的
wei'zhu'yao'nei'rong	为主要内容
wei'zhua'shou	为抓手
wei'zhuang'xiu	为装修
wei'zi'ji'dai'yan	为自己代言
wei'zi'ji'huo	为自己活
wei'zu'zhang	为组长
wei'zuo'hao	为做好
wei'chi'de	维持的
wei'chi'hao	维持好
wei'chi'zhe	维持着
wei'hu'hao	维护好
wei'hu'le	维护了
wei'hu'ren'yuan	维护人员
wei'hu'wan	维护完
wei'hu'zhong	维护中
wei'hu'zhuang	维护桩
wei'xiu'de	维修的
wei'xiu'guo	维修过
wei'xiu'hao	维修好
wei'xiu'hou	维修后
wei'xiu'jian	维修间
wei'xiu'le	维修了
wei'xiu'ren	维修人
wei'xiu'shi	维修时
wei'xiu'xiang'mu	维修项目
wei'zu'ren	维族人
wei'suo'le	萎缩了
wei'qu'de	委屈的
wei'qu'dian	委屈点
wei'qu'le	委屈了
wei'qu'ni	委屈你
wei'qu'sha	委屈啥
wei'tuo'de	委托的
wei'wan'de	委婉的
wei'wan'dian	委婉点
wei'wan'le	委婉了
wei'shan'me	伪善么
wei'zhuang'cheng	伪装成
wei'ba'jian	尾巴尖
wei'sheng'le	尾声了
wei'an'zhuang	未安装
wei'an'shi	未按时
wei'ban'li	未办理
wei'bang'ding	未绑定
wei'bao'dao	未报到
wei'bao'jia	未报价
wei'bao'ming	未报名
wei'bi'shi	未必是
wei'biao'zhu	未标注
wei'chai'feng	未拆封
wei'cheng'jiao	未成交
wei'cheng'jing	未成精
wei'chu'huo	未出货
wei'chu'ku	未出库
wei'chu'xian	未出现
wei'da'ka	未打卡
wei'da'kai	未打开
wei'da'tong	未打通
wei'da'yin	未打印
wei'dao'da	未到达
wei'dao'huo	未到货
wei'dao'qi	未到期
wei'dao'zhang	未到账
wei'de'dao	未得到
wei'fa'chu	未发出
wei'fa'huo	未发货
wei'fa'sheng	未发生
wei'he'dui	未核对
wei'he'shi	未核实
wei'he'ge	未合格
wei'hui'fu	未回复
wei'hun'xian'yu	未婚先育
wei'ji'zhong	未击中
wei'ji'huo	未激活
wei'jia'gong	未加工
